,pid,title,description_x,location,lng,lat,userId,name_x,isdeleted,profilePicture,mediatype_x,commentCount,createdAt,code,id,name_y,description_y,url,mediatype_y,likeCount,createAt
0,2140,gj,ghj,"Hermannplatz 5-6, 10967 Berlin, Germany",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,0,2020-01-02T13:32:16.7480006,0,3240,,,http://www.youtube.com/embed/mPhboJR0Llc,2,0,0001-01-01T00:00:00
1,2139,dfg,df,"443 N Rodeo Dr, Beverly Hills, CA 90210, USA",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,2,2020-01-02T10:54:07.6092829,0,3239,,,http://www.youtube.com/embed/RtFcZ6Bwolw,2,0,0001-01-01T00:00:00
2,2138,TEst Video,dflg sk mcn re  fg nerkzx xcvh ciu ,"IFFCO Chowk Flyover, Heritage City, Sector 29, Gurugram, Haryana 122001, India",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,0,2020-01-02T10:53:36.8157098,0,3238,,,http://www.youtube.com/embed/TUT2-FEPMdc,2,0,0001-01-01T00:00:00
3,2137,QQ,qq,"2001 NV-582, Las Vegas, NV 89101, USA",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,7,2020-01-02T10:41:58.6177919,0,3237,,,https://www.youtube.com/watch?v=Kg8VraUgpR4,2,0,0001-01-01T00:00:00
4,2136,gj,ghj,"103 B100, Anglesea VIC 3230, Australia",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,0,2020-01-02T10:37:30.5281724,0,3236,,,https://www.youtube.com/watch?v=WgmgSwkTUEM,2,0,0001-01-01T00:00:00
5,2135,sdf,sdf,"1 Downing St, Westminster, London SW1A 2AA, UK",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,0,2020-01-02T10:35:11.7588502,0,3235,,,https://www.youtube.com/watch?v=4uY4Pz0SuaM,2,0,0001-01-01T00:00:00
6,2134,Rinku Singh,Rinku Singh (born 8 August 1988) is an Indian professional wrestler and former professional baseball player currently signed with WWE and performs in their developmental territory NXT. Singh was signed by the Pittsburgh Pirates organization after he won a pitching contest on a 2008 reality television show The Million Dollar Arm.,"Unnamed Road Acharaya RamNH-74 Opposite Green Park, , Acharaya Ram Chandra Shukla Nagar Colony, Rudrapur, Uttarakhand 263153, India",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,2,2020-01-02T09:14:31.7214735,0,3233,rinku_singh_1570092290_800x420.jpg,,feedsmedia/4051/479386d2-7bee-4100-81d6-1c8ae1aab205.jpg,1,0,0001-01-01T00:00:00
7,2134,Rinku Singh,Rinku Singh (born 8 August 1988) is an Indian professional wrestler and former professional baseball player currently signed with WWE and performs in their developmental territory NXT. Singh was signed by the Pittsburgh Pirates organization after he won a pitching contest on a 2008 reality television show The Million Dollar Arm.,"Unnamed Road Acharaya RamNH-74 Opposite Green Park, , Acharaya Ram Chandra Shukla Nagar Colony, Rudrapur, Uttarakhand 263153, India",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,2,2020-01-02T09:14:31.7214735,0,3234,04rinku.jpg,,feedsmedia/4051/b33d191a-4056-4dee-ad15-7b9ffc8ec337.jpg,1,0,0001-01-01T00:00:00
8,2133,TRIP TO JAIPUR,"Jaipur is the capital of India’s Rajasthan state. It evokes the royal family that once ruled the region and that, in 1727, founded what is now called the Old City, or “Pink City” for its trademark building color. At the center of its stately street grid (notable in India) stands the opulent, colonnaded City Palace complex. With gardens, courtyards and museums, part of it is still a royal residence. Jaipur is the capital of India’s Rajasthan state. It evokes the royal family that once ruled the region and that, in 1727, founded what is now called the Old City, or “Pink City” for its trademark building color. At the center of its stately street grid (notable in India) stands the opulent, colonnaded City Palace complex. With gardens, courtyards and museums, part of it is still a royal residence.","1st Floor, Bambawala Kothi Opp. City Power House, Jaipur Rd, Parao, Ajmer, Rajasthan 305001, India",0,0,3039,jagjit,false,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,0,1,2020-01-02T06:06:44.2317153,0,3232,,,https://www.youtube.com/embed/lR6F_Edxabw,2,0,0001-01-01T00:00:00
9,2132,Test,LIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALL. LIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALL,"Royal Tower, Block A, Sector 60, Noida, Uttar Pradesh 201301, India",0,0,3039,jagjit,false,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,0,0,2020-01-02T05:29:26.064171,0,3231,Delhi.jpg,,feedsmedia/3039/0e910f02-14fd-4cf0-a755-7eba194840d8.jpg,1,0,0001-01-01T00:00:00
10,2131,awerfghnm,This is new Year 2020 and we are very happy. Thank you to much. And BYE BYE 2019,"14, Ambala-Dehradun-Haridwar Rd, Vidhan Sabha Marg, Shastri Nagar, Ajabpur Kalan, Dehradun, Uttarakhand 248121, India",0,0,3031,Ashish Thapliyal,false,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,0,2,2020-01-01T12:32:56.8783764,0,3230,Surabaya.jpg,,feedsmedia/3031/1adbfd14-937c-4c06-ba00-99991eae4289.jpg,1,0,0001-01-01T00:00:00
11,2130,dfg,dfgdf,"Rannamõisa tee 4f, 13516 Tallinn, Estonia",0,0,3035,n1,false,Images/4e60754a-e8a7-4db7-b266-f28b2bcf00ae.png,0,1,2020-01-01T12:08:35.9430242,0,3229,images.jpg,,feedsmedia/3035/60ce92d1-b037-4a45-84a5-d6635095fa50.jpg,1,0,0001-01-01T00:00:00
12,2129,fgh,fgh,"Pattayasainueang, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",0,0,4051,manoj,false,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,0,1,2020-01-01T11:14:59.7028736,0,3228,images.png,,feedsmedia/4051/9449eb48-1377-416a-9867-ae5b9d8d884b.png,1,0,0001-01-01T00:00:00
13,2128,WEw,name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...,"Budapest, Erzsébet tér 14, 1051 Hungary",0,0,3033,sanjay,false,/Images/userimageicon.png,0,1,2020-01-01T09:49:23.6239244,0,3227,DALHOUSIE.jpg,,feedsmedia/3033/0df3e2d5-d903-4940-9f3f-c1cc24e7bd4a.jpg,1,0,0001-01-01T00:00:00
14,2127,dsf,erter,"IFFCO Chowk Flyover, Heritage City, Sector 29, Gurugram, Haryana 122001, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,2,2020-01-01T07:27:23.864634,0,3226,,,https://www.youtube.com/embed/LH0Ss15du3c,2,0,0001-01-01T00:00:00
15,2126,Hpy New Year,"इस नए साल खुशियों की बरसातें हों
प्यार के दिन और मोहब्बत भरी रातें हों
रंजिशे नफरतें मिट जाएं सदा के लिए
सभी के दिलों में ऐसी चाहतें हों
Happy New Year 2020","174, Buddh Vihar, Block Z, Sector 12, Noida, Uttar Pradesh 201301, India",0,0,3039,jagjit,false,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,0,0,2020-01-01T06:01:58.8885425,0,3225,Shubra_El-Kheima.jpg,,feedsmedia/3039/3b8092fb-310f-4083-aae7-5be6ec05ad40.jpg,1,0,0001-01-01T00:00:00
16,2125,Upload video,Youtube video,"Ramnagar Bus Stand, Ranikhet Rd, Ramnagar, Uttarakhand 244715, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T05:21:20.5417897,0,3224,,,https://www.youtube.com/embed/7lfFZs50JHM,2,0,0001-01-01T00:00:00
17,2124,Title,Description,"Delhi Noida Direct Flyway, New Friends Colony, New Delhi, Delhi 110024, India",0,0,3034,neha,false,/Images/userimageicon.png,0,0,2020-01-01T04:57:36.7675514,0,3223,images.jfif,,feedsmedia/3034/507e9fb7-5524-47c9-a632-c19c42398117.jfif,1,0,0001-01-01T00:00:00
18,2123,Test different langauga,"यूं तो पूरे विश्व में नया साल अलग-अलग दिन मनाया जाता है, और भारत के अलग-अलग क्षेत्रों में भी नए साल की शुरूआत अलग-अलग समय  होती है। लेकिन अंग्रेजी कैलेंडर के अनुसार 1 जनवरी से नए साल की शुरूआत मानी जाती है। चूंकि 31 दिसंबर को एक वर्ष का अंत होने के बाद 1 जनवरी से नए अंग्रेजी कैलेंडर वर्ष की शुरूआत होती है। इसलिए इस दिन को पूरी दुनिया में नया साल शुरू होने के उपलक्ष्य में पर्व की तरह मनाया जाता है।

चूंकि साल नया है, इसलिए नई उम्मीदें, नए सपने, नए लक्ष्य, नए आईडियाज के साथ इसका स्वागत किया जाता है। नया साल मनाने के पीछे मान्यता है कि साल का पहला दिन अगर उत्साह और खुशी के साथ मनाया जाए, तो साल भर इसी उत्साह और खुशियों के साथ ही बीतेगा।

हालांकि हिन्दू पंचांग के अनुसार के मुताबिक नया साल 1 जनवरी से शुरू नहीं होता। हिन्दू नववर्ष का आगाज गुड़ी पड़वा से होता है। लेकिन 1 जनवरी को नया साल मनाना सभी धर्मों में एकता कायम करने में भी महत्वपूर्ण योगदान देता है, क्यों इसे सभी मिलकर मनाते हैं। 31  दिसंबर की रात से ही कई स्थानों पर अलग-अलग समूहों में इकट्ठा होकर लोग नए साल का जश्न मनाना शुरू कर देते हैं और रात 12 बजते ही सभी एक दूसरे को नए साल की शुभकामनाएं देते हैं। ","Vijay Chowk Rd, Block K, Block F, Laxmi Nagar, New Delhi, Delhi 110031, India",0,0,3046,Aryan Thapliyal,false,Images/8a8a93f3-5696-4387-84e5-ac632cc85ec1.png,0,0,2020-01-01T04:48:22.9762306,0,3222,Tanta.jpg,,feedsmedia/3046/95e8d21a-8337-4c43-aab5-76f2aad75b8b.jpg,1,0,0001-01-01T00:00:00
19,2122,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0,0,3034,neha,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:53.872967,0,3218,images2.png,,feedsmedia/3034/8a9dea4b-19dc-4a9a-8793-6ca3ab16152b.png,1,0,0001-01-01T00:00:00
20,2122,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0,0,3034,neha,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:53.872967,0,3219,indraprastha-resort-dalhousie.jpg,,feedsmedia/3034/46f87048-4d82-4a84-aa29-9410f726d72f.jpg,1,0,0001-01-01T00:00:00
21,2122,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0,0,3034,neha,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:53.872967,0,3220,nainital-saturday-raajiv-nainital-stand-alone-snowfall_0c6662be-d4dc-11e6-89f5-e9c163347fb8.jpg,,feedsmedia/3034/eb07417f-465b-4d03-9c81-23e5a1b95606.jpg,1,0,0001-01-01T00:00:00
22,2122,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0,0,3034,neha,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:53.872967,0,3221,Nainital-Snow-2013-m-2.jpg,,feedsmedia/3034/8d632dc2-247a-4bff-93bb-e294d1f40d7b.jpg,1,0,0001-01-01T00:00:00
23,2121,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:22.9098451,0,3213,Christmas-2019-Messages.jpg,,feedsmedia/3033/f656995d-7350-4e58-bd3d-b7ec2ffd684b.jpg,1,0,0001-01-01T00:00:00
24,2121,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:22.9098451,0,3214,DALHOUSIE.jpg,,feedsmedia/3033/80a1ba80-bc0d-4748-b975-b34d14631abd.jpg,1,0,0001-01-01T00:00:00
25,2121,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:22.9098451,0,3215,dalhousie-hill-station.jpg,,feedsmedia/3033/922a1224-2852-40e1-b828-29f835c91f00.jpg,1,0,0001-01-01T00:00:00
26,2121,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:22.9098451,0,3216,images 3.jpg,,feedsmedia/3033/42cfd9f9-7388-498e-8c2c-ff761610faec.jpg,1,0,0001-01-01T00:00:00
27,2121,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0,0,3033,sanjay,false,/Images/userimageicon.png,0,0,2020-01-01T04:47:22.9098451,0,3217,images.png,,feedsmedia/3033/d583ea6f-178e-4ef5-be9b-0553094f0f8c.png,1,0,0001-01-01T00:00:00
